City_ID,Action_Name,Action_ID,Start Date (Date),End Date (Date),Costs (Number),Scope (String),Measure (Label),Short Description (Text)
Ahmedabad,Transit-Oriented Development Planning,A0354,2015/01,Ongoing,N/A,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Land use planning integrated with BRTS corridors to promote high-density development within influence areas reducing sprawl and supporting public transport ridership.
Ahmedabad,Euro-Compliant Fleet Deployment,A0355,2009/01,Ongoing,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Fleet of 220 Euro III and IV compliant diesel buses deployed reducing emissions compared to conventional vehicles while providing cleaner public transport services.
Ahmedabad,Smart Card Fare System,A0356,2009/01,Ongoing,N/A,City-wide,Intelligent Traffic Control,Automated fare collection through smart cards introduced to streamline boarding reduce cash handling and improve operational efficiency while providing data for system optimization.
Ahmedabad,BRTS-AMTS Integration Planning,A0357,2005/01,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Feasibility studies conducted by CEPT University to integrate new BRTS with existing municipal bus services analyzing travel demand patterns and network characteristics for comprehensive public transport.
Ahmedabad,Green Space Preservation,A0358,2010/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Urban planning efforts to preserve existing green spaces and integrate vegetation along transport corridors to maintain carbon sinks and provide environmental benefits.
Ahmedabad,Compact City Development,A0359,2005/01,Ongoing,N/A,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Planning approach maintaining compact mixed-use development patterns across the 490 square kilometer area to reduce travel distances and support sustainable transport modes.
Ahmedabad,Regional Bus Connectivity,A0360,2010/01,Ongoing,N/A,City-wide,Expansion of Public Long-Distance Transport,Enhanced regional bus services connecting Ahmedabad metropolitan area with surrounding communities providing sustainable long-distance transport options.
Bogotá,TransMilenio BRT Launch,A0361,2000/12,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Bus rapid transit system launched with dedicated lanes serving as the backbone of public transport. The system initially covered forty kilometers with eight hundred thousand daily passengers and has expanded to serve over two million daily users. TransMilenio uses articulated buses on exclusive corridors reducing traffic congestion and carbon emissions by more than one point seven million tons between two thousand six and two thousand nine.
Bogotá,Ciclovía Weekly Program,A0362,1982/01,Ongoing,N/A,City-wide,Expansion of Pedestrian Paths,Every Sunday approximately one hundred twenty kilometers of main avenues are closed to vehicles for seven hours allowing one point five million residents to walk cycle and recreate safely. The program promotes active mobility and healthy lifestyles while reducing automobile dependence and has become a model for cities worldwide.
Bogotá,Cicloruta Network Phase 1,A0363,1998/06,2008/12,N/A,City-wide,Expansion of Bicycle Paths,Initial construction of over two hundred fifty kilometers of dedicated bicycle paths with investment of approximately two hundred million dollars between nineteen ninety-eight and two thousand eight. The network increased cycling modal share from zero point five eight percent in nineteen ninety-eight to approximately five percent by two thousand ten providing safe infrastructure for daily commuters.
Bogotá,Cicloruta Network Expansion,A0364,2009/01,2023/12,N/A,City-wide,Expansion of Bicycle Paths,Continued expansion of bicycle infrastructure adding approximately three hundred fifty additional kilometers to reach over five hundred eighty three kilometers by two thousand nineteen. The expansion included dedicated lanes along main roads secondary streets and through parks integrating cycling as a primary transportation mode with approximately eight hundred thousand daily cycling trips.
Bogotá,SITP Integration,A0365,2011/01,2020/12,N/A,City-wide,Expansion of Public Local Transport,Integrated Public Transport System streamlined informal bus services into a safe coherent user-friendly network reaching virtually every corner of the city. The system features well-designed stops bus priority lanes advanced user information and modern vehicle fleet including nine hundred electric buses improving service quality and accessibility.
Bogotá,Electric Bus Fleet Phase 1,A0366,2016/03,2022/04,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Introduction of first electric buses through partnership with Chinese manufacturer BYD beginning with pilot articulated electric buses. By twenty twenty-two over four hundred electric buses were operational reducing particulate matter emissions by one point five tons per year and carbon emissions by three thousand two hundred tons annually compared to diesel alternatives.
Bogotá,Electric Bus Fleet Expansion,A0367,2022/05,2023/12,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Major expansion deploying additional one thousand two electric buses bringing total electric fleet to approximately fourteen hundred eighty five vehicles by end of twenty twenty-three. This fleet prevents ninety four thousand three hundred tons of carbon dioxide emissions annually equivalent to removing forty two thousand private cars from roads making Bogotá the largest electric bus fleet in Latin America.
Bogotá,Bicycle Path Master Plan,A0368,1998/01,2024/12,N/A,City-wide,Expansion of Bicycle Paths,Comprehensive master plan developed by Urban Development Institute aimed to create coordinated citywide bicycle network. Implementation resulted in construction of over eight hundred kilometers of bicycle paths by twenty twenty-four with plans for continued expansion supporting over one million daily cycling trips and promoting sustainable mobility alternatives.
Bogotá,Car-Free Day Program,A0369,2000/02,Ongoing,N/A,City-wide,Intelligent Traffic Control,Annual event institutionalized through public referendum where six hundred thousand private vehicles are banned from streets for full day. The measure reduces traffic fatalities air pollution and demonstrates viability of alternative transportation while raising awareness about sustainable mobility options and their environmental benefits.
Bogotá,Building Energy Code Implementation,A0370,2016/12,2019/06,N/A,City-wide,Energy-efficient Building Refurbishment,Implementation of national green building codes at local level with adaptations for city-specific conditions and climate. The code requires energy efficiency standards for new construction and major renovations focusing on envelope performance lighting and mechanical systems contributing to reduced building sector energy consumption and emissions.
Bogotá,Simon Bolivar Park Expansion,A0371,2000/01,2015/12,N/A,District,Green Infrastructure (Carbon Sinks),Expansion and improvement of largest urban park serving as green lung for air quality improvement. The park provides recreational space while acting as carbon sink and biodiversity habitat contributing to urban ecosystem services and climate resilience through extensive tree coverage and natural vegetation.
Bogotá,Urban Forests Initiative,A0372,2008/01,2023/12,N/A,City-wide,Green Infrastructure (Carbon Sinks),Botanical garden planted eighty thousand new trees between two thousand eight and two thousand eleven adding to existing one million sixty six thousand trees in public spaces. Tree coverage increased by seventy one point four hectares contributing to carbon sequestration air quality improvement and urban heat island mitigation with native species providing biodiversity benefits.
Bogotá,POT Master Plan 2019,A0373,2019/01,Ongoing,N/A,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Comprehensive urban master plan integrating climate change policies with land-use planning through eco-efficiency framework. The plan promotes transit-oriented development around public transport nodes to discourage private car use reduce urban sprawl and ensure responsible efficient territorial management through concrete mitigation and adaptation measures.
Bogotá,TransMiCable Launch,A0374,2018/12,Ongoing,N/A,District,Expansion of Public Local Transport,Cable car system connecting underserved southern communities to main transport network transporting twenty four thousand passengers daily. The system transformed accessibility for Ciudad Bolivar residents saving twenty two minutes per trip with eighty percent of trips made via public transport improving mobility for low-income communities previously excluded from opportunities.
Hong Kong,MTR Mass Transit Railway Expansion,A0375,1979/10,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Continuous expansion of electrified metro rail system serving as backbone of public transport across all eighteen districts. The MTR accounts for forty seven percent of public transport journeys with over ninety percent of daily trips made on public transport making it one of the highest rates globally while reducing reliance on private vehicles.
Hong Kong,MTR Climate Strategy,A0376,2020/01,Ongoing,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Commitment to carbon neutrality by twenty fifty with science-based targets for twenty thirty approved by Science Based Targets Initiative in twenty twenty-three. Strategy includes reducing energy usage enhancing efficiency generating clean energy with regenerative braking technology and solar photovoltaic systems targeting one million kilowatt hours renewable energy by twenty twenty-three.
Hong Kong,BEAM Plus Certification Launch,A0377,2010/01,Ongoing,N/A,City-wide,Energy-efficient Building Refurbishment,Introduction of comprehensive green building rating system assessing sustainability performance including energy efficiency water conservation and indoor environmental quality. Over three thousand buildings and projects certified since nineteen ninety-six saving seven hundred ten thousand eight hundred fifty megawatt hours electricity annually equivalent to one hundred forty six thousand households.
Hong Kong,Building Energy Efficiency Ordinance,A0378,2012/09,Ongoing,N/A,City-wide,Energy-efficient Building Refurbishment,Mandatory energy efficiency requirements for commercial buildings with tax deductions for buildings achieving enhanced performance through BEAM Plus or international standards. Buildings account for ninety percent of electricity consumption and sixty percent of carbon emissions making this regulation critical for decarbonization of building sector.
Hong Kong,Zero Carbon Building,A0379,2012/09,Ongoing,N/A,Pilot,Energy-efficient Building Refurbishment,First building demonstrating feasibility of net-zero energy consumption in dense urban environment constructed by Construction Industry Council. The facility showcases passive design natural lighting cross ventilation green roofs and renewable energy generation serving as educational tool and proof of concept for zero carbon construction.
Hong Kong,Hin Keng Station Green Design,A0380,2020/02,Ongoing,N/A,Pilot,Energy-efficient Building Refurbishment,Railway station opened with extensive green roof natural lighting cross ventilation and sustainable features achieving Very Good BREEAM In-Use rating in twenty twenty-one upgraded to Excellent in twenty twenty-three. First railway station globally to receive this rating demonstrating integration of sustainability into transport infrastructure.
Hong Kong,Electric Vehicle Policy,A0381,2020/10,Ongoing,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Roadmap for popularization of electric vehicles published in twenty twenty-one with target to phase out internal combustion engine vehicles by twenty thirty-five. Policy includes tax exemptions subsidies for charging infrastructure and expansion to one hundred fifty thousand private charging stations by twenty twenty-five with over fifty five thousand electric vehicles registered by twenty twenty-three.
Hong Kong,Smart Mobility Program,A0382,2022/06,Ongoing,N/A,City-wide,Intelligent Traffic Control,Establishment of joint laboratory with university to promote innovative technology in railway services and smart city development. Investment of over three hundred million Hong Kong dollars from twenty twenty-two to twenty twenty-five to foster innovation smart mobility and contribute to carbon neutrality goal through application of technology.
Hong Kong,Tung Chung Line Extension,A0383,2023/01,Ongoing,N/A,District,Expansion of Public Long-Distance Transport,Extension of metro line to growing development southeast of airport improving connectivity for residential and employment areas. The extension expands electrified rail network reducing reliance on road-based transport and providing sustainable travel options for growing communities.
Hong Kong,Country Parks Protection,A0384,1976/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Preservation of approximately forty percent of territory as country parks and nature reserves totaling over four hundred forty square kilometers. These protected areas provide carbon sequestration biodiversity conservation recreational opportunities and serve as critical green infrastructure limiting urban sprawl and maintaining ecological balance in highly dense environment.
Hong Kong,Intelligent Transport System,A0385,2001/01,Ongoing,N/A,City-wide,Intelligent Traffic Control,Comprehensive traffic management system using CCTV sensors and Area Traffic Control to optimize traffic flow through signals message signboards and lane controls. System includes Traffic Incident Management System disseminating real-time traffic information to public improving overall road network capacity and reducing congestion-related emissions.
Hong Kong,Transit-Oriented Development Policy,A0386,2000/01,Ongoing,N/A,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Rail Plus Property business model integrating transport infrastructure with high-density mixed-use development around transit nodes. Policy concentrates development near stations reducing need for private vehicles preserving natural areas and supporting efficient land use in constrained urban environment with twelve thousand persons per square kilometer.
Hong Kong,Green Building Incentives,A0387,2018/01,Ongoing,N/A,City-wide,Energy-efficient Building Refurbishment,Tax deduction program offering one-time benefits for buildings achieving energy efficiency exceeding minimum requirements under Buildings Energy Efficiency Ordinance. Additional floor area bonuses provided for incorporating green design elements incentivizing property developers to invest in sustainable construction and retrofits.
Chennai,Metro Rail Phase 1,A0388,2015/06,2023/12,N/A,City-wide,Expansion of Public Local Transport,Launch and expansion of first metro rail corridors covering fifty four kilometers connecting key areas of city. Phase one provides fast reliable electrified public transport alternative reducing road congestion and emissions while improving accessibility for commuters previously dependent on crowded buses and private vehicles.
Chennai,Metro Rail Phase 2 Planning,A0389,2018/12,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Detailed project report finalized for three new metro corridors spanning one hundred eighteen point nine kilometers with Union Cabinet approval in October twenty twenty-four. The expansion will integrate multimodal transport including bicycle facilities climate-resilient design and accessibility features creating comprehensive sustainable transport network.
Chennai,Street Design Project Launch,A0390,2012/01,Ongoing,N/A,City-wide,Expansion of Pedestrian Paths,Policy initiative requiring sixty percent of transport budget allocated to pedestrian and cyclist infrastructure including widened sidewalks safe bicycle lanes improved intersections and street furniture. Project addresses ten thousand annual traffic crashes and prioritizes non-motorized transport modes over private automobiles improving safety and accessibility.
Chennai,MTC Bus Fleet Modernization,A0391,2011/01,2023/12,N/A,City-wide,Expansion of Public Local Transport,Metropolitan Transport Corporation fleet upgraded and expanded from approximately three thousand buses operating on over six hundred routes. System serves over two point eight million daily passengers as primary public transport mode providing affordable accessible service across Chennai Metropolitan Area reducing private vehicle dependence.
Chennai,Electric Bus Deployment,A0392,2023/06,Ongoing,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Inauguration of first one hundred twenty electric buses in June twenty twenty-three marking Tamil Nadu's first zero-emission bus deployment. Phase one includes six hundred twenty five buses by February twenty twenty-six with additional six hundred in phase two totaling one thousand two hundred fifty electric buses reducing diesel emissions and improving air quality.
Chennai,Intelligent Transport System,A0393,2019/01,Ongoing,N/A,City-wide,Intelligent Traffic Control,Implementation of comprehensive traffic and transport management system at cost of six hundred sixty crore rupees including GPS vehicle tracking electronic ticketing passenger information adaptive signal control and real-time monitoring. System optimizes traffic flow reduces travel time enhances passenger safety and improves operational efficiency across bus fleet and road network.
Chennai,Green Building Certification Program,A0394,2004/01,2023/12,N/A,City-wide,Energy-efficient Building Refurbishment,Leadership in achieving forty two LEED certified green buildings by twenty eleven with Chennai leading country in green certifications. Notable examples include Olympia Tech Park World Bank building and Express Avenue mall featuring energy efficiency water recycling natural lighting and reduced environmental impact.
Chennai,Lake Restoration Project,A0395,2015/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Restoration and beautification of fifty seven water bodies expanding water holding capacity and groundwater renewal. Projects include desilting building walkways creating parks around lakes reducing flooding improving water security and providing green spaces for recreation and ecosystem services.
Chennai,Miyawaki Urban Forests,A0396,2020/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Initiative to create dense urban forests using Miyawaki method achieving growth ten times faster and yield thirty times denser than traditional plantations. Projects include Kanagam forest in Anna Nagar with seventeen hundred native trees and one thousand flowering berry-bearing plants providing biodiversity habitat carbon sequestration and temperature regulation.
Chennai,Comprehensive Mobility Plan,A0397,2019/01,Ongoing,N/A,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Twenty-five year transportation master plan guiding sustainable urban mobility development prepared by Chennai Unified Metropolitan Transport Authority. Plan mandates transit-oriented development provision of non-motorized transport infrastructure integrated multimodal systems and policies to reduce travel demand and urban sprawl.
Chennai,Parking Management Pilot,A0398,2023/01,Ongoing,N/A,District,Intelligent Traffic Control,Pilot program in Anna Nagar managing on-street parking on twenty five kilometers of roads using technology and ground teams. Initiative includes hourly parking fees enforcement measures and aims to reduce congestion improve traffic flow and discourage private vehicle use near three metro stations.
Chennai,Bicycle Infrastructure Initiative,A0399,2012/01,2023/12,N/A,City-wide,Expansion of Bicycle Paths,Development of dedicated bicycle lanes and infrastructure as part of street design project despite Chennai's hot climate and topography. Initiative promotes cycling as sustainable transport mode includes bicycle facilities at metro stations and aims to increase modal share supporting healthier more environmentally friendly commuting options.
Chennai,Transit-Oriented Development Policy,A0400,2015/01,Ongoing,N/A,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),Integration of land use and transport planning concentrating development around public transport corridors and stations. Policy promotes higher density mixed-use development near metro and bus routes reducing need for private vehicles limiting urban sprawl and improving accessibility to employment education and services.
Santiago,Pedestrian Historical Center,A0401,2010/01,Ongoing,N/A,Medium (District/Corridor),Expansion of Pedestrian Paths,Transformation of main streets in Santiago's Historic Center featuring complete streets redesign with pedestrian-friendly design including closure of Calle Placer to cars on weekends during popular markets.
Santiago,Calle Aillavilú Pedestrianization,A0402,2015/06,2017/01,N/A,Pilot,Expansion of Pedestrian Paths,Transformation of Calle Aillavilú from a car-congested unregulated parking lot to a pedestrian-friendly oasis featuring complete streets redesign with public transport exclusive corridors.
Santiago,Speed Limit Reduction,A0403,2018/01,Ongoing,N/A,City-wide,Expansion of Pedestrian Paths,Reduction of urban speed limits from 60 to 50 km per hour to improve pedestrian safety resulting in a 7 percent decrease in accidents and 3 percent reduction in deaths.
Santiago,Copacabana Speed Reduction,A0404,2009/06,Ongoing,N/A,Medium (District/Corridor),Expansion of Pedestrian Paths,Permanent speed limit reduction on 70 percent of streets in Copacabana neighborhood following successful car-free streets day to improve pedestrian safety.
Santiago,Providencia Pedestrian Passages,A0405,1990/01,Ongoing,N/A,Medium (District/Corridor),Expansion of Pedestrian Paths,Development and maintenance of pedestrian passages in the upscale retail area of Providencia creating socially and commercially successful pedestrian zones.
Santiago,Cycling Infrastructure Expansion,A0406,2006/01,2018/12,N/A,City-wide,Expansion of Bicycle Paths,Major expansion of cycling infrastructure from 198 km in 2013 to 345 km in 2018 with cycling modal share increasing from 2 percent in 2006 to 7 percent raising Santiago among top Latin American cycling cities.
Santiago,BikeSantiago Launch,A0407,2014/06,Ongoing,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Introduction of bike share program with multiple stations scattered around the city providing free and affordable bike rental services integrated with public transport system.
Santiago,Ciclo Recreovia Program,A0408,2010/06,Ongoing,N/A,City-wide,Expansion of Bicycle Paths,Development of recreational cycling program closing major streets to motor vehicles every Sunday from 9am to 1pm providing over 20 km of car-free routes for families and reducing social segregation.
Santiago,School Cycling Education,A0409,2015/01,Ongoing,N/A,City-wide,Expansion of Bicycle Paths,Implementation of pilot and traffic education programs in kindergartens and primary schools to introduce cycling culture early in life promoting sustainable transport from childhood.
Santiago,Cycling Master Plan,A0410,2014/01,Ongoing,N/A,City-wide,Expansion of Bicycle Paths,Publication of Non-Motorized Transport Master Plan aiming to raise cycling modal share from 4 percent to 20 percent by 2020 with improved infrastructure and policy support.
Santiago,Transantiago Launch,A0411,2007/02,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Launch of integrated public transport system combining metro and buses with integrated fare payment using BIP contactless smart cards reducing on-street bus competition.
Santiago,Metro Line 4 Extension,A0412,2016/07,2016/12,N/A,City-wide,Expansion of Public Local Transport,Opening of 16 km Metro Line 4 from Ipanema to Barra da Tijuca with 6 stations representing the biggest metro expansion project in Santiago's recent history improving connectivity.
Santiago,Metro Line 6 Opening,A0413,2017/11,2017/11,N/A,City-wide,Expansion of Public Local Transport,Opening of the first fully automatic driverless Metro Line 6 covering 15.3 km with 10 stations featuring modern train technology and providing intermodal connections.
Santiago,Metro Line 3 Phase 1,A0414,2019/01,2019/01,N/A,City-wide,Expansion of Public Local Transport,Launch of second fully automatic and driverless line connecting Los Libertadores to La Reina over 21.7 km with multiple interchange opportunities reducing travel times significantly.
Santiago,Electric Bus Pilot,A0415,2016/01,2017/12,N/A,Pilot,Alternative Drive Systems and Sharing Offers,Introduction of first pilot electric buses with only 2 electric buses in 2016 to test operational feasibility and cost effectiveness compared to diesel buses.
Santiago,Electric Bus Fleet Expansion,A0416,2018/01,2023/12,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Massive expansion of electric bus fleet to 2500 units by 2023 making Santiago the second-largest electric bus operator outside China with 68 percent fleet electrification reducing diesel consumption by 60 million liters.
Santiago,Integrated Operations Center,A0417,2010/01,Ongoing,N/A,City-wide,Intelligent Traffic Control,Establishment of centralized control center with 560 cameras and GPS tracking of 8800 buses to monitor city traffic and incidents reducing emergency response time by 30 percent.
Santiago,Green Areas Investment,A0418,2017/01,2020/12,N/A,City-wide,Green Infrastructure (Carbon Sinks),Investment in 100 square meters of new green spaces in historic residential neighborhoods and redesign of various areas with green infrastructure to improve climate resilience.
Santiago,Urban Forest Policy,A0419,1997/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Implementation of Atmospheric Prevention and Decontamination Plan policy using street trees and green areas to reduce particulate matter emissions throughout the Gran Santiago region.
Santiago,Public Square Renovation,A0420,2015/01,2020/12,N/A,City-wide,Green Infrastructure (Carbon Sinks),Planned revamp of hundreds of public squares to make them less prone to heating effects particularly in the North Zone addressing urban heat island impacts.
Santiago,Metropolitan Park Development,A0421,2010/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Development and maintenance of Metropolitan Park and other major urban parks providing green corridors for recreation biodiversity and climate regulation with cycling and walking infrastructure.
Rio de Janeiro,TransOeste BRT Opening,A0422,2012/06,2013/12,N/A,City-wide,Expansion of Public Local Transport,Launch of first BRT corridor covering 56 km with 53 stations achieving Gold Standard rating carrying 100000 passengers per day saving 40 minutes per trip and reducing CO2 by 107000 tons annually.
Rio de Janeiro,TransCarioca BRT Launch,A0423,2014/03,2014/12,N/A,City-wide,Expansion of Public Local Transport,Opening of second BRT corridor spanning 39 km with 47 stations serving 27 neighborhoods crossing dense areas with historical deficit of quality public transportation connecting major transit hubs.
Rio de Janeiro,TransOlimpica Corridor,A0424,2016/07,2016/08,N/A,City-wide,Expansion of Public Local Transport,Launch of third BRT corridor in preparation for 2016 Olympics providing connectivity to existing corridors and key Olympic locations reducing travel times significantly.
Rio de Janeiro,Metro Line 4 Expansion,A0425,2016/07,2016/08,N/A,City-wide,Expansion of Public Local Transport,Opening of Metro Line 4 connecting Ipanema to Barra da Tijuca in the West with 6 new stations improving access to underserved areas and Olympics venues.
Rio de Janeiro,VLT Carioca Launch,A0426,2016/06,2016/08,N/A,Medium (District/Corridor),Expansion of Public Local Transport,Introduction of modern light rail VLT Carioca system in downtown Rio connecting major business districts with 28 km of tracks transforming urban mobility in the historic center.
Rio de Janeiro,Integrated Control Center,A0427,2010/01,Ongoing,N/A,City-wide,Intelligent Traffic Control,Establishment of operations center allowing 30 city agencies to monitor city in real-time with 30 km optic fiber 560 cameras and 100 rainfall gauges reducing emergency response by 30 percent.
Rio de Janeiro,Bike Lane Expansion,A0428,2012/01,2015/12,N/A,City-wide,Expansion of Bicycle Paths,Construction of 300 km of new bike lanes in 2012 reaching 450 km total by 2015 with official bike map release expanding bike parking at metro stations and BRT facilities.
Rio de Janeiro,Downtown Bike Lanes,A0429,2014/06,2014/12,N/A,Medium (District/Corridor),Expansion of Bicycle Paths,Construction of 3.3 km bike lanes downtown connecting metro North Zone and South Zone addressing the last mile problem and increasing mobility in central business district.
Rio de Janeiro,Bike Parking Expansion,A0430,2012/06,2013/12,N/A,City-wide,Expansion of Bicycle Paths,Addition of 3300 bike parking spaces at three metro stations in 2012 and another 1300 spaces around the city in 2013 plus 600 spaces at Pingo D'Agua BRT station improving intermodal connectivity.
Rio de Janeiro,Ciclo Rotas Centro,A0431,2012/06,2012/12,N/A,Medium (District/Corridor),Expansion of Bicycle Paths,Creation of 33 km safe cycling routes through downtown connecting key neighborhoods for Rio plus 20 Conference involving civil society organizations cyclists and academics in planning process.
Rio de Janeiro,BikeRio Share System,A0432,2015/01,Ongoing,N/A,City-wide,Alternative Drive Systems and Sharing Offers,Expansion of bike share program from 60 to 260 stations adding 2600 new bikes creating second-largest bike share system in Latin America promoting clean accessible transport.
Rio de Janeiro,Cycle Expansion Plan,A0433,2022/01,Ongoing,N/A,City-wide,Expansion of Bicycle Paths,Publication of Cycling Expansion Plan proposing addition of over 1000 km of cycling infrastructure to existing 425 km network promoting healthier more equitable and sustainable transport.
Rio de Janeiro,Alemao Cable Car,A0434,2011/03,Ongoing,N/A,Medium (District/Corridor),Expansion of Public Local Transport,Construction of Teleferico do Alemao mass transport cable car connecting hilly low-income communities to city center providing free daily roundtrip pass per resident improving accessibility.
Rio de Janeiro,Refloresta Rio Program,A0435,1986/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Long-running reforestation program planting over 10 million seedlings of Atlantic Forest native species on 3400 hectares recovering fauna and creating natural barriers against landslides reducing greenhouse gases.
Rio de Janeiro,Rio Capital Verde,A0436,2012/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Urban forestry project planting trees in remote areas earning carbon credits under Rio Low Carbon City Development Program offsetting 100 percent of land-use emissions from 2012 to 2017.
Rio de Janeiro,Green Space Expansion,A0437,2015/01,2020/12,N/A,City-wide,Green Infrastructure (Carbon Sinks),Plan to plant more than 120000 new saplings and expand protected green spaces by 4000 hectares by 2020 targeting North Zone public squares to reduce heat island intensity.
Rio de Janeiro,Porto Maravilha Development,A0438,2010/01,Ongoing,N/A,Medium (District/Corridor),Sustainable Land Management (Avoidance of Urban Sprawl),Redevelopment of port area to house 70000 new residents within 1 km of public transit by 2026 promoting transit-oriented development and avoiding urban sprawl.
Rio de Janeiro,Minha Casa Transit Integration,A0439,2011/01,Ongoing,N/A,City-wide,Sustainable Land Management (Avoidance of Urban Sprawl),National public housing program creating indicators measuring connection of housing to local transportation promoting transit-oriented development and equitable mobility.
Rio de Janeiro,Serra de Inhoaiba Reforestation,A0440,2024/07,Ongoing,N/A,Medium (District/Corridor),Green Infrastructure (Carbon Sinks),Accelerated reforestation using drones and AI technology in Serra de Inhoaiba to restore 30 hectares and enrich 30 hectares with Atlantic Forest native species mitigating climate impacts.
Rio de Janeiro,Community Reforestation Employment,A0441,1986/01,Ongoing,N/A,City-wide,Green Infrastructure (Carbon Sinks),Employment of 382 community workers at average income of 1000 reais per month for reforestation activities providing income for populations unable to enter formal market while restoring ecosystems.
Kolkata,Metro Line 1 Extension North,A0442,2013/07,2021/02,N/A,City-wide,Expansion of Public Local Transport,Extension of Metro Line 1 from Dum Dum to Dakshineswar covering 4.11 km improving connectivity to northern suburbs with projected ridership of 55000 by 2030.
Kolkata,Metro Line 1 Extension South,A0443,2009/08,2010/10,N/A,City-wide,Expansion of Public Local Transport,Extension of Metro Line 1 from Tollygunge to New Garia adding 8.85 km with elevated corridor and six new stations expanding coverage to southern suburbs.
Kolkata,East-West Metro Phase 1,A0444,2020/02,2020/02,N/A,City-wide,Expansion of Public Local Transport,Opening of East-West Metro Line 2 first section from Salt Lake Sector V to Salt Lake Stadium covering 5.3 km with elevated stations connecting IT hub to recreational areas.
Kolkata,East-West Metro Underwater,A0445,2022/07,2024/03,N/A,City-wide,Expansion of Public Local Transport,Completion of underwater metro tunnel beneath Hooghly River from Howrah to Esplanade marking India's first underwater metro connecting twin cities and major railway terminals.
Kolkata,Purple Line Joka-Majerhat,A0446,2022/12,2024/03,N/A,City-wide,Expansion of Public Local Transport,Opening of Purple Line Metro from Joka to Majerhat covering 7.75 km along major arterial roads providing interchange facilities with existing lines reducing congestion.
Kolkata,Airport Metro Line,A0447,2011/01,Ongoing,N/A,City-wide,Expansion of Public Long-Distance Transport,Integration of Circular Railway from Dum Dum Cantonment to Airport creating 6.249 km new metro line connecting airport to city center improving long-distance connectivity.
Kolkata,Pink Line Circular Metro,A0448,2013/01,Ongoing,N/A,City-wide,Expansion of Public Local Transport,Development of Pink Line circular metro connecting multiple neighborhoods in northern Kolkata providing crucial interchange at Baranagar with Blue Line.
Kolkata,Orange Line New Garia-Airport,A0449,2011/01,Ongoing,N/A,City-wide,Expansion of Public Long-Distance Transport,Planned metro corridor from New Garia to Kolkata Airport in south improving long-distance connectivity between southern suburbs and international airport reducing travel time.
Kolkata,Metro Signaling Upgrade,A0450,2015/01,Ongoing,N/A,City-wide,Intelligent Traffic Control,Upgrade of existing signaling system from Indian Railways Signaling to Communication Based Train Control improving safety efficiency and capacity on metro network.
Kolkata,Bus Rapid Transit Planning,A0451,2010/01,Ongoing,N/A,Medium (District/Corridor),Expansion of Public Local Transport,Planning of BRT system from Ultadanga to Garia covering 15.5 km along EM Bypass connecting major growth centers like Salt Lake Tangra and Mukundapur townships.
Kolkata,Eco Park Development,A0452,2013/01,Ongoing,N/A,Medium (District/Corridor),Green Infrastructure (Carbon Sinks),Opening of major ecological park in New Town featuring urban forest wetlands grasslands and tropical tree gardens with 8500 trees planted creating biodiversity haven and climate resilience.
Kolkata,Miyawaki Forest Rabindra Sarobar,A0453,2015/01,Ongoing,N/A,Pilot,Green Infrastructure (Carbon Sinks),Implementation of Miyawaki method around Rabindra Sarobar Lake transforming degraded land with thousands of native trees creating dense forest enhancing biodiversity and air quality.
Kolkata,New Town Urban Forest,A0454,2017/12,Ongoing,N/A,Medium (District/Corridor),Green Infrastructure (Carbon Sinks),Plantation of urban forest in New Town Action Area with 8500 trees including neem lambu akashmoni and bokul species completed over 3 years creating green lungs for expanding township.
Kolkata,Residential Miyawaki Projects,A0455,2018/01,Ongoing,N/A,Pilot,Green Infrastructure (Carbon Sinks),Community-led implementation of Miyawaki forests in residential areas by welfare associations and NGOs creating green spaces with rapid growth dense vegetation providing shade and improving air quality.
