City_ID,Country,Region_Code,Climate_Zone,Date,Population_2025_Mio,Median_Age_Years,GDP_Billion_USD,GDP_per_Capita_USD
Johannesburg,South Africa,AFR,Subtropical Zone,2015/01,4.9,28,98.0,20000
Johannesburg,South Africa,AFR,Subtropical Zone,2020/01,5.6,30,110.0,19643
Singapore,Singapore,ASIA,Tropical Zone,2000/01,4.0,34,130.0,32500
Singapore,Singapore,ASIA,Tropical Zone,2005/01,4.4,36,170.0,38636
Singapore,Singapore,ASIA,Tropical Zone,2008/01,4.8,38,220.0,45833
Singapore,Singapore,ASIA,Tropical Zone,2009/01,4.9,39,215.0,43878
Singapore,Singapore,ASIA,Tropical Zone,2010/01,5.1,40,250.0,49020
Singapore,Singapore,ASIA,Tropical Zone,2012/06,5.3,40,290.0,54717
Singapore,Singapore,ASIA,Tropical Zone,2013/01,5.4,41,300.0,55556
Singapore,Singapore,ASIA,Tropical Zone,2015/01,5.5,42,325.0,59091
Singapore,Singapore,ASIA,Tropical Zone,2016/01,5.6,43,330.0,58929
Singapore,Singapore,ASIA,Tropical Zone,2018/01,5.7,44,360.0,63158
Singapore,Singapore,ASIA,Tropical Zone,2020/01,5.8,45,370.0,63793
Singapore,Singapore,ASIA,Tropical Zone,2022/06,5.9,46,405.0,68644
Hanoi,Vietnam,ASIA,Subtropical Zone,2010/01,6.6,26,17.5,2652
Hanoi,Vietnam,ASIA,Subtropical Zone,2014/01,7.2,28,26.5,3681
Hanoi,Vietnam,ASIA,Subtropical Zone,2015/01,7.4,28,29.8,4027
Hanoi,Vietnam,ASIA,Subtropical Zone,2016/01,7.6,29,33.5,4408
Hanoi,Vietnam,ASIA,Subtropical Zone,2017/01,7.8,29,37.0,4744
Hanoi,Vietnam,ASIA,Subtropical Zone,2020/01,8.2,30,46.0,5610
Hanoi,Vietnam,ASIA,Subtropical Zone,2021/11,8.4,30,50.5,6012
Hanoi,Vietnam,ASIA,Subtropical Zone,2023/01,8.6,31,56.0,6512
Sydney,Australia,OCEA,Temperate Zone,2007/01,4.4,36,190.0,43182
Sydney,Australia,OCEA,Temperate Zone,2010/01,4.6,37,235.0,51087
Sydney,Australia,OCEA,Temperate Zone,2011/01,4.7,37,250.0,53191
Sydney,Australia,OCEA,Temperate Zone,2012/01,4.8,37,265.0,55208
Sydney,Australia,OCEA,Temperate Zone,2013/01,4.9,38,280.0,57143
Sydney,Australia,OCEA,Temperate Zone,2014/01,5.0,38,300.0,60000
Sydney,Australia,OCEA,Temperate Zone,2015/01,5.1,38,320.0,62745
Sydney,Australia,OCEA,Temperate Zone,2017/01,5.2,39,355.0,68269
Sydney,Australia,OCEA,Temperate Zone,2018/01,5.3,39,375.0,70755
Sydney,Australia,OCEA,Temperate Zone,2020/01,5.5,40,405.0,73636
Sydney,Australia,OCEA,Temperate Zone,2023/01,5.7,40,445.0,78070
Nairobi,Kenya,AFR,Tropical Zone,2010/01,3.3,20,38.0,11515
Nairobi,Kenya,AFR,Tropical Zone,2012/01,3.6,20,43.0,11944
Nairobi,Kenya,AFR,Tropical Zone,2015/01,3.9,20,50.0,12821
Nairobi,Kenya,AFR,Tropical Zone,2016/01,4.0,20,53.0,13250
Nairobi,Kenya,AFR,Tropical Zone,2018/01,4.2,20,59.0,14048
Nairobi,Kenya,AFR,Tropical Zone,2021/01,4.6,20,67.0,14565
Melbourne,Australia,OCEA,Temperate Zone,1993/01,3.1,34,55.0,17742
Melbourne,Australia,OCEA,Temperate Zone,2009/01,4.0,36,130.0,32500
Melbourne,Australia,OCEA,Temperate Zone,2010/01,4.1,36,145.0,35366
Melbourne,Australia,OCEA,Temperate Zone,2011/01,4.2,37,160.0,38095
Melbourne,Australia,OCEA,Temperate Zone,2012/01,4.3,37,175.0,40698
Melbourne,Australia,OCEA,Temperate Zone,2015/01,4.6,37,210.0,45652
Melbourne,Australia,OCEA,Temperate Zone,2017/01,4.8,38,240.0,50000
Melbourne,Australia,OCEA,Temperate Zone,2018/01,4.9,38,260.0,53061
Melbourne,Australia,OCEA,Temperate Zone,2019/01,5.0,39,275.0,55000
Melbourne,Australia,OCEA,Temperate Zone,2020/01,5.1,39,290.0,56863
Addis Ababa,Ethiopia,AFR,Tropical Zone,2015/01,3.4,20,14.5,4265
Addis Ababa,Ethiopia,AFR,Tropical Zone,2015/09,3.5,20,15.0,4286
Addis Ababa,Ethiopia,AFR,Tropical Zone,2015/11,3.5,20,15.2,4343
Addis Ababa,Ethiopia,AFR,Tropical Zone,2018/01,3.8,20,18.0,4737
Addis Ababa,Ethiopia,AFR,Tropical Zone,2019/01,4.0,20,19.5,4875
Addis Ababa,Ethiopia,AFR,Tropical Zone,2020/01,4.1,20,21.0,5122
Addis Ababa,Ethiopia,AFR,Tropical Zone,2020/06,4.2,20,22.0,5238
Addis Ababa,Ethiopia,AFR,Tropical Zone,2022/01,4.5,20,25.0,5556
Addis Ababa,Ethiopia,AFR,Tropical Zone,2023/01,4.7,21,28.0,5957
Addis Ababa,Ethiopia,AFR,Tropical Zone,2024/04,4.9,21,31.0,6327
Amman,Jordan,ASIA,Subtropical Zone,2010/01,2.5,22,23.5,9400
Amman,Jordan,ASIA,Subtropical Zone,2011/01,2.6,22,25.0,9615
Amman,Jordan,ASIA,Subtropical Zone,2015/01,3.0,23,32.0,10667
Amman,Jordan,ASIA,Subtropical Zone,2016/01,3.1,23,33.5,10806
Amman,Jordan,ASIA,Subtropical Zone,2017/01,3.2,23,35.0,10938
Amman,Jordan,ASIA,Subtropical Zone,2018/01,3.3,24,36.0,10909
Amman,Jordan,ASIA,Subtropical Zone,2019/01,3.4,24,37.5,11029
Amman,Jordan,ASIA,Subtropical Zone,2020/01,3.5,24,38.0,10857
Amman,Jordan,ASIA,Subtropical Zone,2021/07,3.6,25,39.5,10972
Amman,Jordan,ASIA,Subtropical Zone,2022/08,3.7,25,41.0,11081
Cape Town,South Africa,AFR,Temperate Zone,2010/01,3.6,26,45.0,12500
Cape Town,South Africa,AFR,Temperate Zone,2010/05,3.6,26,46.0,12778
Cape Town,South Africa,AFR,Temperate Zone,2012/01,3.8,27,50.0,13158
Cape Town,South Africa,AFR,Temperate Zone,2013/01,3.9,27,53.0,13590
Cape Town,South Africa,AFR,Temperate Zone,2015/01,4.1,28,59.0,14390
Cape Town,South Africa,AFR,Temperate Zone,2016/01,4.2,28,62.0,14762
Cape Town,South Africa,AFR,Temperate Zone,2018/01,4.4,29,68.0,15455
Cape Town,South Africa,AFR,Temperate Zone,2021/01,4.7,30,76.0,16170
Cape Town,South Africa,AFR,Temperate Zone,2022/01,4.8,30,80.0,16667
Cape Town,South Africa,AFR,Temperate Zone,2024/01,5.0,31,88.0,17600
Los Angeles,USA,NA,Subtropical Zone,2006/01,12.7,35,590.0,46457
Los Angeles,USA,NA,Subtropical Zone,2007/01,12.8,35,620.0,48438
Los Angeles,USA,NA,Subtropical Zone,2008/01,12.9,35,640.0,49612
Los Angeles,USA,NA,Subtropical Zone,2009/01,13.0,36,635.0,48846
Los Angeles,USA,NA,Subtropical Zone,2010/01,13.1,36,650.0,49618
Los Angeles,USA,NA,Subtropical Zone,2010/03,13.1,36,655.0,50000
Los Angeles,USA,NA,Subtropical Zone,2011/01,13.2,36,680.0,51515
Los Angeles,USA,NA,Subtropical Zone,2012/01,13.3,37,710.0,53383
Los Angeles,USA,NA,Subtropical Zone,2013/01,13.4,37,750.0,55970
Los Angeles,USA,NA,Subtropical Zone,2013/10,13.5,37,780.0,57778
Los Angeles,USA,NA,Subtropical Zone,2014/01,13.5,37,790.0,58519
Los Angeles,USA,NA,Subtropical Zone,2015/01,13.6,38,830.0,61029
Los Angeles,USA,NA,Subtropical Zone,2015/08,13.7,38,855.0,62409
Los Angeles,USA,NA,Subtropical Zone,2015/09,13.7,38,860.0,62774
Los Angeles,USA,NA,Subtropical Zone,2016/01,13.7,38,875.0,63869
Los Angeles,USA,NA,Subtropical Zone,2016/07,13.8,38,900.0,65217
Los Angeles,USA,NA,Subtropical Zone,2017/01,13.8,39,925.0,67029
Los Angeles,USA,NA,Subtropical Zone,2018/01,13.9,39,970.0,69784
Los Angeles,USA,NA,Subtropical Zone,2018/11,13.9,39,1000.0,71942
Los Angeles,USA,NA,Subtropical Zone,2019/01,13.9,39,1010.0,72662
Los Angeles,USA,NA,Subtropical Zone,2020/01,14.0,40,1050.0,75000
Los Angeles,USA,NA,Subtropical Zone,2021/06,14.0,40,1090.0,77857
Los Angeles,USA,NA,Subtropical Zone,2022/08,14.1,41,1130.0,80142
Los Angeles,USA,NA,Subtropical Zone,2022/10,14.1,41,1140.0,80851
Los Angeles,USA,NA,Subtropical Zone,2023/01,14.2,41,1150.0,81000
Los Angeles,USA,NA,Subtropical Zone,2023/12,14.3,42,1180.0,82517
Casablanca,Morocco,AFR,Subtropical Zone,2007/01,3.4,26,38.0,11176
Casablanca,Morocco,AFR,Subtropical Zone,2012/01,3.8,28,49.0,12895
Casablanca,Morocco,AFR,Subtropical Zone,2012/12,3.9,28,51.0,13077
Casablanca,Morocco,AFR,Subtropical Zone,2014/01,4.0,29,56.0,14000
Casablanca,Morocco,AFR,Subtropical Zone,2015/01,4.1,29,59.0,14390
Casablanca,Morocco,AFR,Subtropical Zone,2016/01,4.2,30,62.5,14881
Casablanca,Morocco,AFR,Subtropical Zone,2017/01,4.3,30,66.0,15349
Casablanca,Morocco,AFR,Subtropical Zone,2018/01,4.4,31,70.0,15909
Casablanca,Morocco,AFR,Subtropical Zone,2018/11,4.5,31,73.0,16222
Casablanca,Morocco,AFR,Subtropical Zone,2019/01,4.5,31,74.0,16444
Casablanca,Morocco,AFR,Subtropical Zone,2020/01,4.6,31,77.5,16848
Casablanca,Morocco,AFR,Subtropical Zone,2021/01,4.7,32,80.0,17021
Casablanca,Morocco,AFR,Subtropical Zone,2024/03,4.9,33,90.0,18367
Casablanca,Morocco,AFR,Subtropical Zone,2024/09,5.0,33,92.0,18400
Tshwane,South Africa,AFR,Subtropical Zone,2012/01,3.0,26,48.0,16000
Tshwane,South Africa,AFR,Subtropical Zone,2014/11,3.2,27,55.0,17188
Tshwane,South Africa,AFR,Subtropical Zone,2021/01,3.8,29,66.0,17368
Tshwane,South Africa,AFR,Subtropical Zone,2021/09,3.9,29,67.5,17308
Tshwane,South Africa,AFR,Subtropical Zone,2022/06,4.0,30,70.0,17500
Tshwane,South Africa,AFR,Subtropical Zone,2024/01,4.2,31,75.0,17857
Yokohama,Japan,ASIA,Temperate Zone,2009/01,3.6,41,120.0,33333
Yokohama,Japan,ASIA,Temperate Zone,2011/01,3.7,42,128.0,34595
Yokohama,Japan,ASIA,Temperate Zone,2015/01,3.7,44,140.0,37838
Yokohama,Japan,ASIA,Temperate Zone,2018/01,3.7,45,150.0,40541
Yokohama,Japan,ASIA,Temperate Zone,2020/01,3.8,46,155.0,40789
Yokohama,Japan,ASIA,Temperate Zone,2022/05,3.8,47,159.0,41842
Yokohama,Japan,ASIA,Temperate Zone,2023/11,3.8,48,162.0,42632
Yokohama,Japan,ASIA,Temperate Zone,2024/03,3.8,48,163.0,42895
Durban,South Africa,AFR,Tropical Zone,2012/01,3.4,26,40.0,11765
Durban,South Africa,AFR,Tropical Zone,2013/01,3.5,26,42.0,12000
Durban,South Africa,AFR,Tropical Zone,2015/01,3.7,27,45.0,12162
Durban,South Africa,AFR,Tropical Zone,2020/01,4.2,29,52.0,12381
Durban,South Africa,AFR,Tropical Zone,2021/01,4.3,29,54.0,12558
Berlin,Germany,EUR,Temperate Zone,2013/01,3.5,43,145.0,41429
Berlin,Germany,EUR,Temperate Zone,2017/01,3.7,43,165.0,44595
Berlin,Germany,EUR,Temperate Zone,2018/01,3.7,44,175.0,47297
Berlin,Germany,EUR,Temperate Zone,2019/01,3.8,44,180.0,47368
Caracas,Venezuela,SA,Tropical Zone,1983/01,3.2,23,28.0,8750
Caracas,Venezuela,SA,Tropical Zone,2000/01,4.0,24,45.0,11250
Caracas,Venezuela,SA,Tropical Zone,2006/07,4.3,25,60.0,13953
Caracas,Venezuela,SA,Tropical Zone,2006/11,4.3,25,61.0,14186
Caracas,Venezuela,SA,Tropical Zone,2010/01,4.6,26,75.0,16304
Caracas,Venezuela,SA,Tropical Zone,2015/01,5.0,28,68.0,13600
Lusaka,Zambia,AFR,Tropical Zone,2017/01,3.0,17.9,5.0,1667
Lusaka,Zambia,AFR,Tropical Zone,2020/01,3.2,16.9,5.7,1781
Lusaka,Zambia,AFR,Tropical Zone,2021/01,3.3,17.3,6.0,1818
Lusaka,Zambia,AFR,Tropical Zone,2022/01,3.4,17.3,6.5,1912
Lusaka,Zambia,AFR,Tropical Zone,2023/01,3.5,17.5,7.0,2000
Lusaka,Zambia,AFR,Tropical Zone,2023/07,3.6,17.5,7.2,2000
Buenos Aires,Argentina,SA,Temperate Zone,2009/01,13.0,32,185.0,14231
Buenos Aires,Argentina,SA,Temperate Zone,2010/01,13.2,32,210.0,15909
Buenos Aires,Argentina,SA,Temperate Zone,2013/01,13.7,33,260.0,18978
Buenos Aires,Argentina,SA,Temperate Zone,2013/07,13.7,33,265.0,19343
Buenos Aires,Argentina,SA,Temperate Zone,2013/09,13.8,33,267.0,19348
Buenos Aires,Argentina,SA,Temperate Zone,2016/01,14.1,34,280.0,19858
Buenos Aires,Argentina,SA,Temperate Zone,2020/01,14.7,35,300.0,20408
Toronto,Canada,NA,Temperate Zone,2009/01,5.6,38,300.0,53571
Toronto,Canada,NA,Temperate Zone,2011/05,5.8,39,340.0,58621
Toronto,Canada,NA,Temperate Zone,2013/05,6.0,39,380.0,63333
Toronto,Canada,NA,Temperate Zone,2014/01,6.1,40,400.0,65574
Toronto,Canada,NA,Temperate Zone,2015/01,6.2,40,420.0,67742
Toronto,Canada,NA,Temperate Zone,2016/01,6.3,40,440.0,69841
Toronto,Canada,NA,Temperate Zone,2016/06,6.4,40,450.0,70313
Toronto,Canada,NA,Temperate Zone,2016/08,6.4,40,455.0,71094
Toronto,Canada,NA,Temperate Zone,2017/01,6.5,41,470.0,72308
Toronto,Canada,NA,Temperate Zone,2018/01,6.6,41,500.0,75758
Toronto,Canada,NA,Temperate Zone,2020/01,6.8,41,550.0,80882
Toronto,Canada,NA,Temperate Zone,2020/05,6.9,41,560.0,81159
Toronto,Canada,NA,Temperate Zone,2022/01,7.1,42,610.0,85915
Dubai,UAE,ASIA,Subtropical Zone,2008/01,1.5,30,80.0,53333
Dubai,UAE,ASIA,Subtropical Zone,2009/09,1.8,31,85.0,47222
Dubai,UAE,ASIA,Subtropical Zone,2011/01,2.0,32,95.0,47500
Dubai,UAE,ASIA,Subtropical Zone,2011/09,2.1,32,100.0,47619
Dubai,UAE,ASIA,Subtropical Zone,2013/10,2.3,33,115.0,50000
Dubai,UAE,ASIA,Subtropical Zone,2014/11,2.4,33,125.0,52083
Dubai,UAE,ASIA,Subtropical Zone,2015/01,2.5,34,130.0,52000
Dubai,UAE,ASIA,Subtropical Zone,2016/01,2.6,34,138.0,53077
Dubai,UAE,ASIA,Subtropical Zone,2019/01,3.2,35,165.0,51563
Dubai,UAE,ASIA,Subtropical Zone,2020/01,3.4,36,170.0,50000
Dubai,UAE,ASIA,Subtropical Zone,2021/05,3.6,36,178.0,49444
Quezon City,Philippines,ASIA,Tropical Zone,2018/01,3.04,28.8,90.0,29605
Quezon City,Philippines,ASIA,Tropical Zone,2019/01,3.08,29.3,98.0,31818
Quezon City,Philippines,ASIA,Tropical Zone,2020/01,2.96,29.8,105.0,35473
Quezon City,Philippines,ASIA,Tropical Zone,2021/01,3.00,30.3,112.0,37333
Quezon City,Philippines,ASIA,Tropical Zone,2022/01,3.05,30.8,120.0,39344
Quezon City,Philippines,ASIA,Tropical Zone,2023/01,3.10,31.3,127.0,40968
Rome,Italy,EUR,Temperate Zone,2014/11,4.2,43,185.0,44048
Rome,Italy,EUR,Temperate Zone,2015/01,4.2,43,190.0,45238
Rome,Italy,EUR,Temperate Zone,2016/01,4.3,44,195.0,45349
Rome,Italy,EUR,Temperate Zone,2018/01,4.4,45,205.0,46591
Rome,Italy,EUR,Temperate Zone,2018/05,4.4,45,207.0,47045
Rome,Italy,EUR,Temperate Zone,2019/01,4.4,45,210.0,47727
Rome,Italy,EUR,Temperate Zone,2020/01,4.5,46,215.0,47778
Rome,Italy,EUR,Temperate Zone,2020/05,4.5,46,216.0,48000
Rome,Italy,EUR,Temperate Zone,2021/07,4.6,47,225.0,48913
Rome,Italy,EUR,Temperate Zone,2023/02,4.6,48,235.0,51087
Chicago,USA,NA,Temperate Zone,2008/01,9.40,35.0,550.0,58511
Chicago,USA,NA,Temperate Zone,2011/01,9.45,35.5,580.0,61376
Chicago,USA,NA,Temperate Zone,2013/06,9.50,36.0,620.0,65263
Chicago,USA,NA,Temperate Zone,2014/01,9.51,36.0,640.0,67298
Chicago,USA,NA,Temperate Zone,2015/01,9.53,36.5,670.0,70304
Chicago,USA,NA,Temperate Zone,2017/01,9.55,37.0,720.0,75393
Chicago,USA,NA,Temperate Zone,2019/01,9.56,37.5,780.0,81590
Chicago,USA,NA,Temperate Zone,2020/01,9.57,38.0,800.0,83595
Chicago,USA,NA,Temperate Zone,2020/04,9.58,38.0,805.0,83959
Fortaleza,Brazil,SA,Tropical Zone,2014/01,3.7,28,45.0,12162
Fortaleza,Brazil,SA,Tropical Zone,2015/01,3.8,28,47.0,12368
Fortaleza,Brazil,SA,Tropical Zone,2016/01,3.8,29,48.5,12763
Fortaleza,Brazil,SA,Tropical Zone,2017/01,3.9,29,51.0,13077
Fortaleza,Brazil,SA,Tropical Zone,2018/01,4.0,30,54.0,13500
Fortaleza,Brazil,SA,Tropical Zone,2023/01,4.3,32,65.0,15116
Medellin,Colombia,SA,Tropical Zone,2003/01,3.4,25,18.0,5294
Medellin,Colombia,SA,Tropical Zone,2004/01,3.5,25,19.5,5571
Medellin,Colombia,SA,Tropical Zone,2008/01,3.8,26,27.0,7105
Medellin,Colombia,SA,Tropical Zone,2010/01,4.0,27,32.0,8000
Medellin,Colombia,SA,Tropical Zone,2011/01,4.1,27,35.0,8537
Medellin,Colombia,SA,Tropical Zone,2015/01,4.5,29,46.0,10222
Medellin,Colombia,SA,Tropical Zone,2016/01,4.6,29,49.0,10652
Medellin,Colombia,SA,Tropical Zone,2017/01,4.7,30,52.0,11064
Accra,Ghana,AFR,Tropical Zone,2008/01,3.4,22,18.0,5294
Accra,Ghana,AFR,Tropical Zone,2009/01,3.5,22,20.0,5714
Accra,Ghana,AFR,Tropical Zone,2010/01,3.6,22,22.0,6111
Accra,Ghana,AFR,Tropical Zone,2012/01,3.8,22,27.0,7105
Accra,Ghana,AFR,Tropical Zone,2013/01,3.9,22,30.0,7692
Accra,Ghana,AFR,Tropical Zone,2014/01,4.0,23,33.0,8250
Accra,Ghana,AFR,Tropical Zone,2015/01,4.1,23,36.0,8780
Paris,France,EUR,Temperate Zone,2003/01,10.0,37,450.0,45000
Paris,France,EUR,Temperate Zone,2008/01,10.4,38,550.0,52885
Paris,France,EUR,Temperate Zone,2010/01,10.6,39,600.0,56604
Paris,France,EUR,Temperate Zone,2015/01,10.9,40,680.0,62385
Paris,France,EUR,Temperate Zone,2016/01,11.0,40,700.0,63636
Paris,France,EUR,Temperate Zone,2019/01,11.1,41,750.0,67568
Paris,France,EUR,Temperate Zone,2020/01,11.2,41,765.0,68304
Paris,France,EUR,Temperate Zone,2020/05,11.2,41,770.0,68750
Paris,France,EUR,Temperate Zone,2021/01,11.3,42,785.0,69469
Paris,France,EUR,Temperate Zone,2021/08,11.3,42,795.0,70354
Curitiba,Brazil,SA,Temperate Zone,1966/01,0.6,23,0.9,1500
Curitiba,Brazil,SA,Temperate Zone,1974/01,1.0,24,2.5,2500
Curitiba,Brazil,SA,Temperate Zone,1990/01,2.0,26,10.0,5000
Curitiba,Brazil,SA,Temperate Zone,2009/01,3.4,30,42.0,12353
Curitiba,Brazil,SA,Temperate Zone,2010/01,3.5,30,45.0,12857
Curitiba,Brazil,SA,Temperate Zone,2011/01,3.6,31,48.0,13333
Curitiba,Brazil,SA,Temperate Zone,2012/01,3.7,31,52.0,14054
Curitiba,Brazil,SA,Temperate Zone,2013/01,3.8,32,55.0,14474
Curitiba,Brazil,SA,Temperate Zone,2014/01,3.9,32,58.0,14872
Quito,Ecuador,SA,Tropical Zone,2000/01,1.9,23,12.0,6316
Quito,Ecuador,SA,Tropical Zone,2003/01,2.0,24,15.0,7500
Quito,Ecuador,SA,Tropical Zone,2010/01,2.4,26,24.0,10000
Quito,Ecuador,SA,Tropical Zone,2012/01,2.5,27,27.0,10800
Quito,Ecuador,SA,Tropical Zone,2013/01,2.6,27,29.0,11154
Quito,Ecuador,SA,Tropical Zone,2014/01,2.7,28,31.0,11481
Quito,Ecuador,SA,Tropical Zone,2015/01,2.8,28,33.0,11786
Quito,Ecuador,SA,Tropical Zone,2016/01,2.9,29,34.0,11724
Quito,Ecuador,SA,Tropical Zone,2018/01,3.1,30,38.0,12258
Quito,Ecuador,SA,Tropical Zone,2022/01,3.5,32,45.0,12857
Montreal,Canada,NA,Temperate Zone,2009/05,3.7,40,140.0,37838
Montreal,Canada,NA,Temperate Zone,2012/01,3.8,41,160.0,42105
Montreal,Canada,NA,Temperate Zone,2015/01,4.0,42,185.0,46250
Montreal,Canada,NA,Temperate Zone,2016/01,4.1,42,195.0,47561
Montreal,Canada,NA,Temperate Zone,2018/01,4.2,42,215.0,51190
Montreal,Canada,NA,Temperate Zone,2019/01,4.2,43,230.0,54762
Montreal,Canada,NA,Temperate Zone,2020/01,4.3,43,240.0,55814
Montreal,Canada,NA,Temperate Zone,2023/07,4.4,44,275.0,62500
Hamburg,Germany,EUR,Temperate Zone,2009/01,1.75,41,105.0,60000
Hamburg,Germany,EUR,Temperate Zone,2010/01,1.76,41,110.0,62500
Hamburg,Germany,EUR,Temperate Zone,2012/01,1.79,42,120.0,67039
Hamburg,Germany,EUR,Temperate Zone,2013/01,1.80,42,125.0,69444
Hamburg,Germany,EUR,Temperate Zone,2014/01,1.81,42,130.0,71823
Hamburg,Germany,EUR,Temperate Zone,2015/01,1.82,42,135.0,74176
Hamburg,Germany,EUR,Temperate Zone,2018/01,1.84,43,150.0,81522
Hamburg,Germany,EUR,Temperate Zone,2019/01,1.85,43,155.0,83784
Hamburg,Germany,EUR,Temperate Zone,2020/01,1.86,43,160.0,86022
Phoenix,USA,NA,Subtropical Zone,2016/01,4.5,35,210.0,46667
Phoenix,USA,NA,Subtropical Zone,2017/01,4.6,35,220.0,47826
Phoenix,USA,NA,Subtropical Zone,2018/01,4.7,35,230.0,48936
Phoenix,USA,NA,Subtropical Zone,2019/01,4.8,36,240.0,50000
Phoenix,USA,NA,Subtropical Zone,2019/03,4.8,36,242.0,50417
Phoenix,USA,NA,Subtropical Zone,2020/01,4.9,36,250.0,51020
Barcelona,Spain,EUR,Temperate Zone,2007/01,5.1,39,150.0,29412
Barcelona,Spain,EUR,Temperate Zone,2010/01,5.3,40,165.0,31132
Barcelona,Spain,EUR,Temperate Zone,2014/01,5.5,41,185.0,33636
Barcelona,Spain,EUR,Temperate Zone,2015/01,5.6,41,190.0,33929
Barcelona,Spain,EUR,Temperate Zone,2016/01,5.7,42,195.0,34211
Barcelona,Spain,EUR,Temperate Zone,2017/01,5.7,42,200.0,35088
Barcelona,Spain,EUR,Temperate Zone,2018/01,5.8,43,210.0,36207
Barcelona,Spain,EUR,Temperate Zone,2019/01,5.8,43,215.0,37069
Barcelona,Spain,EUR,Temperate Zone,2020/01,5.9,43,220.0,37288
Philadelphia,USA,NA,Temperate Zone,2000/01,5.6,35,210.0,37500
Philadelphia,USA,NA,Temperate Zone,2009/01,5.8,36,250.0,43103
Philadelphia,USA,NA,Temperate Zone,2011/01,5.9,37,270.0,45763
Philadelphia,USA,NA,Temperate Zone,2012/01,6.0,37,285.0,47500
Philadelphia,USA,NA,Temperate Zone,2015/01,6.1,38,320.0,52459
Philadelphia,USA,NA,Temperate Zone,2015/04,6.1,38,325.0,53279
Philadelphia,USA,NA,Temperate Zone,2016/01,6.1,38,335.0,54918
Philadelphia,USA,NA,Temperate Zone,2017/01,6.2,39,350.0,56452
Philadelphia,USA,NA,Temperate Zone,2020/01,6.3,39,385.0,61111
Auckland,New Zealand,OCEA,Temperate Zone,2013/01,1.50,34,50.0,33333
Auckland,New Zealand,OCEA,Temperate Zone,2014/01,1.53,34,54.0,35294
Auckland,New Zealand,OCEA,Temperate Zone,2015/01,1.55,35,57.0,36774
Auckland,New Zealand,OCEA,Temperate Zone,2016/01,1.58,35,60.0,37975
Auckland,New Zealand,OCEA,Temperate Zone,2017/01,1.60,35,63.0,39375
Auckland,New Zealand,OCEA,Temperate Zone,2018/01,1.62,36,67.0,41358
Auckland,New Zealand,OCEA,Temperate Zone,2019/06,1.65,36,71.0,43030
Auckland,New Zealand,OCEA,Temperate Zone,2020/01,1.66,37,73.0,43976
München,Germany,EUR,Temperate Zone,2006/01,2.6,40,110.0,42308
München,Germany,EUR,Temperate Zone,2010/01,2.8,40,135.0,48214
München,Germany,EUR,Temperate Zone,2014/01,3.0,41,170.0,56667
München,Germany,EUR,Temperate Zone,2015/01,3.0,41,180.0,60000
München,Germany,EUR,Temperate Zone,2015/07,3.1,41,185.0,59677
München,Germany,EUR,Temperate Zone,2018/01,3.2,42,210.0,65625
München,Germany,EUR,Temperate Zone,2020/01,3.3,42,225.0,68182
München,Germany,EUR,Temperate Zone,2023/01,3.5,43,260.0,74286
Maskat,Oman,ASIA,Subtropical Zone,2016/01,1.5,28,30.0,20000
Maskat,Oman,ASIA,Subtropical Zone,2018/01,1.7,29,35.0,20588
Maskat,Oman,ASIA,Subtropical Zone,2020/01,1.9,30,40.0,21053
Maskat,Oman,ASIA,Subtropical Zone,2022/01,2.1,31,45.0,21429
Maskat,Oman,ASIA,Subtropical Zone,2023/01,2.2,31,48.0,21818
Maskat,Oman,ASIA,Subtropical Zone,2024/01,2.3,32,51.0,22174
San Diego,USA,NA,Temperate Zone,2008/01,3.00,34.0,140.0,46667
San Diego,USA,NA,Temperate Zone,2014/01,3.25,35.0,190.0,58462
San Diego,USA,NA,Temperate Zone,2015/01,3.28,35.0,200.0,60976
San Diego,USA,NA,Temperate Zone,2016/09,3.32,36.0,220.0,66265
San Diego,USA,NA,Temperate Zone,2018/01,3.36,36.5,240.0,71429
San Diego,USA,NA,Temperate Zone,2019/01,3.39,37.0,260.0,76696
San Diego,USA,NA,Temperate Zone,2020/01,3.42,37.5,275.0,80410
San Diego,USA,NA,Temperate Zone,2020/05,3.43,37.5,280.0,81633
San Diego,USA,NA,Temperate Zone,2021/01,3.46,38.0,295.0,85260
San Diego,USA,NA,Temperate Zone,2022/01,3.49,38.5,310.0,88825
San Diego,USA,NA,Temperate Zone,2022/10,3.50,38.5,318.0,90857
Guadalajara,Mexico,NA,Tropical Zone,2010/01,4.4,26,70.0,15909
Guadalajara,Mexico,NA,Tropical Zone,2014/12,4.8,28,88.0,18333
Guadalajara,Mexico,NA,Tropical Zone,2015/01,4.9,28,90.0,18367
Guadalajara,Mexico,NA,Tropical Zone,2016/01,5.0,28,95.0,19000
Guadalajara,Mexico,NA,Tropical Zone,2017/01,5.1,29,100.0,19608
Guadalajara,Mexico,NA,Tropical Zone,2017/09,5.2,29,105.0,20192
Guadalajara,Mexico,NA,Tropical Zone,2018/01,5.2,29,108.0,20769
Guadalajara,Mexico,NA,Tropical Zone,2019/01,5.3,30,115.0,21698
Guadalajara,Mexico,NA,Tropical Zone,2020/01,5.4,30,120.0,22222
Guadalajara,Mexico,NA,Tropical Zone,2023/01,5.7,31,135.0,23684
Milan,Italy,EUR,Temperate Zone,2008/01,5.3,40,240.0,45283
Milan,Italy,EUR,Temperate Zone,2012/01,5.4,41,270.0,50000
